age,education,balance,day,month,duration,campaign,pdays,previous,poutcome,job_blue,job_entrepreneur,job_housemaid,job_management,job_retired,job_self,job_services,job_student,job_technician,job_unemployed,job_unknown,marital_married,marital_single,default_yes,housing_yes,loan_yes,contact_telephone,contact_unknown
50,3,253,28,5,513,9,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
44,3,1070,11,11,172,1,91,5,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
27,2,0,6,2,145,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
31,2,2388,5,8,123,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
27,2,1304,30,1,403,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
36,3,1133,4,8,293,1,181,2,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
38,2,19,30,5,604,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
34,2,661,3,2,122,1,96,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
42,0,849,8,10,667,1,321,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
45,2,1144,22,10,676,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
30,3,4948,21,8,376,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23,2,488,30,3,236,1,92,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
50,2,4855,5,8,720,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
29,3,238,25,5,344,2,88,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
39,3,393,28,6,325,1,94,1,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
37,3,1000,22,9,239,1,99,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
83,1,1965,13,10,1003,3,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
35,3,0,21,8,183,8,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36,2,17,22,4,621,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
71,3,3895,7,8,116,1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
33,2,161,25,8,66,9,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
28,2,127,16,9,1334,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30,2,311,5,6,94,4,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1
55,3,1097,7,8,191,4,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
45,2,-158,29,7,340,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
55,2,127,21,7,1130,8,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
37,2,235,11,6,27,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
46,2,16397,18,11,641,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
45,3,582,17,11,148,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
28,3,0,29,1,379,1,192,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
33,1,3512,19,11,251,1,183,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
31,2,2,20,5,182,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
27,2,106,10,7,127,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
47,3,2889,29,7,259,12,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
59,2,7766,25,2,1422,1,461,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
27,3,139,15,7,448,5,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27,2,535,13,5,159,1,87,3,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26,2,0,8,7,362,2,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
35,3,873,11,5,197,1,277,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
31,3,2166,13,7,577,6,182,2,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
73,3,1843,11,9,106,2,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
31,2,355,18,11,530,1,193,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
28,2,1827,19,5,211,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
29,2,291,9,2,12,9,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26,3,2170,3,2,317,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
56,3,2333,4,5,244,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
45,3,31472,19,7,568,7,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30,2,906,21,5,218,7,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
56,2,212,17,7,27,1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
34,2,0,16,5,214,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1
39,2,-810,14,7,77,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
33,2,572,14,4,344,1,74,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
47,2,290,22,7,1352,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
56,2,-1206,15,6,382,2,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
47,2,2524,12,10,105,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
28,3,111,28,7,230,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0
62,3,2557,10,11,404,1,57,8,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
48,1,214,14,5,307,1,177,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
55,2,27624,3,6,437,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
31,2,0,14,7,347,4,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
40,3,0,25,3,506,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
32,1,228,21,7,1017,6,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
32,2,6402,6,5,158,1,167,1,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
40,2,4157,15,5,735,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
36,3,243,7,5,160,2,360,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
31,2,678,3,6,117,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
36,3,2944,18,8,882,8,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30,2,167,10,7,255,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
39,2,-650,15,5,123,2,364,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
56,2,4118,27,5,165,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
44,2,-179,15,5,333,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
53,1,7724,20,11,196,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
49,1,486,7,7,229,5,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
39,2,180,16,4,237,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
29,3,502,8,7,968,1,87,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
54,1,2440,17,11,334,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
38,2,473,30,5,133,4,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
42,3,7560,28,1,132,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60,2,819,19,5,110,2,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
40,2,-357,16,7,700,4,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
41,3,4063,21,11,110,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
33,2,66,5,6,157,2,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
38,2,-433,21,7,111,2,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
44,0,1239,20,6,39,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
45,3,655,20,6,693,3,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
35,3,2749,13,5,127,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
59,2,231,17,11,59,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
38,3,536,22,10,234,1,92,1,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
37,1,21,6,5,231,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
49,3,0,18,11,102,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
51,1,-28,2,7,220,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
32,3,964,22,7,370,2,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
43,3,0,19,6,147,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
31,3,5238,19,11,156,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
49,0,5,19,8,202,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32,2,578,30,1,206,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
39,2,1986,19,6,367,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
44,1,5418,28,7,58,5,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
36,1,-255,16,6,187,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1
44,1,749,16,6,424,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
55,1,9997,8,8,118,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
38,2,5115,27,2,99,1,102,6,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
44,3,1367,13,4,1232,3,146,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
30,2,57,2,2,465,2,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
49,2,1869,11,6,257,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
37,2,5287,19,11,599,4,100,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
60,3,3301,17,6,2621,3,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
77,2,0,25,9,210,1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38,2,299,22,8,200,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
35,3,323,11,1,261,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
78,0,3208,20,5,351,3,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
43,2,128,7,7,122,2,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
59,1,2532,30,5,110,6,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
56,1,2163,31,7,31,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
26,2,25,9,7,94,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
38,2,100,7,5,786,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
32,3,2340,18,2,89,2,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
32,2,396,18,5,88,1,364,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
42,2,600,17,7,277,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30,3,233,14,5,382,10,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
25,2,97,27,5,709,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
32,3,874,12,8,1282,6,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,2,270,30,4,437,1,80,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
42,3,412,19,11,142,4,169,5,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
31,3,165,8,8,523,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
44,3,423,12,3,2330,5,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
50,1,3764,2,6,108,4,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
64,3,380,25,8,479,1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
42,0,149,23,7,329,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
29,2,78,30,4,239,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
29,3,314,28,5,938,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
57,3,126,4,6,166,2,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
26,2,901,26,5,764,2,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
37,3,108,4,6,262,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
59,1,0,28,7,40,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
43,2,3285,13,5,1721,2,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
46,2,149,21,11,1222,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
29,2,321,2,2,102,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
28,2,154,15,5,536,1,364,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
48,2,333,14,5,24,6,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
32,3,3283,12,8,623,2,191,2,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
37,2,141,6,5,848,1,364,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
37,1,12130,18,6,429,13,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
42,2,2219,31,7,548,2,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
27,2,3933,28,7,837,3,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
74,2,935,25,10,400,1,173,3,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
35,3,1618,7,5,542,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0
35,3,7951,6,6,103,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
50,0,2794,12,8,1336,2,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
33,3,377,5,5,217,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
46,3,1297,11,8,716,3,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,1,1082,30,5,854,2,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
44,2,105,20,4,586,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
32,3,945,20,11,531,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
51,1,-27,29,8,158,4,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
56,2,5737,5,2,11,5,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
31,2,360,18,5,309,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
27,2,2293,18,5,317,3,364,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
35,2,33,22,7,181,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
31,2,0,18,7,913,4,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
40,2,-342,26,5,754,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
25,3,1650,12,10,5,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
33,3,718,29,6,271,1,84,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
32,2,419,30,5,56,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
39,3,5047,29,4,218,4,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
47,3,428,18,11,116,1,167,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
38,1,1487,9,6,332,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
31,2,916,11,7,172,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
60,2,367,16,8,318,2,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24,2,8165,15,9,216,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
49,2,1160,14,5,153,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
27,2,710,6,5,653,1,334,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
43,1,12618,19,11,25,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
38,2,902,4,5,301,3,90,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
35,2,1085,5,6,199,1,86,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,3,1218,18,7,317,6,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
45,1,-63,20,4,847,5,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
32,3,520,3,2,443,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
34,2,395,14,4,258,8,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
40,3,79,15,10,570,1,135,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
38,0,6360,20,6,1409,2,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
32,2,82,28,7,86,4,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
50,2,268,3,6,74,2,90,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
48,2,-361,12,5,1062,3,349,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
60,1,686,17,6,147,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
50,3,738,29,5,68,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1
56,2,448,17,5,556,1,181,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
42,3,2625,29,7,2516,2,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
37,2,0,22,4,1288,3,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
58,2,0,2,7,478,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,2,6971,22,5,119,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
28,2,153,23,7,1124,2,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
70,1,2795,8,1,301,2,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
59,3,101,9,6,29,1,686,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
41,1,188,20,6,10,14,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1
38,3,1952,23,7,237,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
51,3,2582,26,8,197,3,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
49,2,993,8,5,199,1,301,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
60,3,2261,9,6,245,1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
40,2,1508,10,8,153,2,383,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34,2,1207,21,5,905,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
44,1,36,15,5,551,1,371,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
42,3,94,11,8,176,2,90,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
33,2,-267,20,4,1030,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
54,3,4112,19,6,86,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
33,3,166,2,6,278,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
29,3,637,3,6,340,1,119,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
28,2,1020,28,5,251,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
45,2,482,30,5,637,2,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1
45,3,125,29,1,304,2,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
35,2,5260,20,5,211,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
33,3,476,12,8,113,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
39,3,464,7,5,100,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
46,0,2273,14,7,187,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
37,2,265,3,2,140,1,366,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0
43,2,2160,2,6,169,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35,2,0,8,5,376,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
41,2,242,9,2,116,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
41,2,-111,13,5,21,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
55,2,2476,5,5,579,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
55,2,2410,17,11,135,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
52,3,1356,4,5,312,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
49,2,-53,26,6,253,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1
82,1,2140,14,4,118,6,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
68,2,19317,4,8,249,1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
53,2,1065,24,7,211,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
43,3,79,26,5,640,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24,2,-256,26,5,110,2,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
58,2,462,12,8,332,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
49,2,14440,21,11,60,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
30,2,-36,16,7,561,9,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
47,2,356,29,7,44,5,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
60,3,846,26,5,1346,1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
46,2,1465,14,5,86,2,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
41,1,9059,6,6,113,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
44,3,0,9,7,300,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
43,0,117,28,1,170,2,240,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
74,1,29080,30,6,301,5,93,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
59,3,9676,27,3,234,2,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
53,0,2009,16,6,250,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
31,2,0,21,11,208,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
